PubDate,PubTime,Currency,Event,Actual,Forecast,Previous,CurrEvent,PrevDate,NextDate,PrevH,NextH,PrevD[BTC-USD][O],PrevD[BTC-USD][H],PrevD[BTC-USD][L],PrevD[BTC-USD][C],NextD[BTC-USD][O],NextD[BTC-USD][H],NextD[BTC-USD][L],NextD[BTC-USD][C],CurrD[BTC-USD][O],CurrD[BTC-USD][H],CurrD[BTC-USD][L],CurrD[BTC-USD][C],PrevH[BTC-USD][O],PrevH[BTC-USD][H],PrevH[BTC-USD][L],PrevH[BTC-USD][C],NextH[BTC-USD][O],NextH[BTC-USD][H],NextH[BTC-USD][L],NextH[BTC-USD][C],CurrH[BTC-USD][O],CurrH[BTC-USD][H],CurrH[BTC-USD][L],CurrH[BTC-USD][C]
2023-03-29,14:30,USD,Crude Oil Inventories,-7489000.0,92000.0,1117000.0,USD-Crude Oil Inventories,2023-03-28,2023-03-30,14:00,15:00,27132.888671875,27460.71875,26677.818359375,27268.130859375,28350.140625,29159.90234375,27720.16015625,28033.5625,27267.03125,28619.54296875,27259.662109375,28348.44140625,28403.763671875,28572.78515625,28282.330078125,28285.4765625,28291.001953125,28486.166015625,28280.646484375,28459.37109375,,,,
2023-03-30,12:00,EUR,German CPI (MoM) ,0.008,0.007,0.008,EUR-German CPI (MoM) ,2023-03-29,2023-03-31,11:00,13:00,27267.03125,28619.54296875,27259.662109375,28348.44140625,28032.26171875,28639.896484375,27583.71484375,28478.484375,28350.140625,29159.90234375,27720.16015625,28033.5625,28602.697265625,28683.48046875,28589.419921875,28675.939453125,28646.87109375,28646.87109375,28472.4921875,28509.005859375,28669.576171875,28683.53125,28584.705078125,28637.490234375
2023-03-30,12:30,USD,GDP (QoQ) ,0.026,0.027,0.032,USD-GDP (QoQ) ,2023-03-29,2023-03-31,12:00,13:00,27267.03125,28619.54296875,27259.662109375,28348.44140625,28032.26171875,28639.896484375,27583.71484375,28478.484375,28350.140625,29159.90234375,27720.16015625,28033.5625,28669.576171875,28683.53125,28584.705078125,28637.490234375,28646.87109375,28646.87109375,28472.4921875,28509.005859375,,,,
2023-03-30,12:30,USD,Initial Jobless Claims,198000.0,196000.0,191000.0,USD-Initial Jobless Claims,2023-03-29,2023-03-31,12:00,13:00,27267.03125,28619.54296875,27259.662109375,28348.44140625,28032.26171875,28639.896484375,27583.71484375,28478.484375,28350.140625,29159.90234375,27720.16015625,28033.5625,28669.576171875,28683.53125,28584.705078125,28637.490234375,28646.87109375,28646.87109375,28472.4921875,28509.005859375,,,,
2023-03-31,9:00,EUR,CPI (YoY) ,0.069,0.071,0.085,EUR-CPI (YoY) ,2023-03-30,2023-04-01,08:00,10:00,28350.140625,29159.90234375,27720.16015625,28033.5625,28473.33203125,28802.45703125,28297.171875,28411.03515625,28032.26171875,28639.896484375,27583.71484375,28478.484375,27738.810546875,27839.76171875,27715.61328125,27790.580078125,27825.412109375,27990.94921875,27814.005859375,27897.984375,,,,
2023-03-31,12:30,USD,Core PCE Price Index (YoY) ,0.046,0.047,0.047,USD-Core PCE Price Index (YoY) ,2023-03-30,2023-04-01,12:00,13:00,28350.140625,29159.90234375,27720.16015625,28033.5625,28473.33203125,28802.45703125,28297.171875,28411.03515625,28032.26171875,28639.896484375,27583.71484375,28478.484375,27932.837890625,28164.55859375,27879.84765625,28114.099609375,28111.560546875,28509.205078125,28098.416015625,28380.939453125,,,,
2023-03-31,12:30,USD,Core PCE Price Index (MoM) ,0.003,0.004,0.005,USD-Core PCE Price Index (MoM) ,2023-03-30,2023-04-01,12:00,13:00,28350.140625,29159.90234375,27720.16015625,28033.5625,28473.33203125,28802.45703125,28297.171875,28411.03515625,28032.26171875,28639.896484375,27583.71484375,28478.484375,27932.837890625,28164.55859375,27879.84765625,28114.099609375,28111.560546875,28509.205078125,28098.416015625,28380.939453125,,,,
2023-03-31,13:45,USD,Chicago PMI ,43.8,43.4,43.6,USD-Chicago PMI ,2023-03-30,2023-04-01,13:00,14:00,28350.140625,29159.90234375,27720.16015625,28033.5625,28473.33203125,28802.45703125,28297.171875,28411.03515625,28032.26171875,28639.896484375,27583.71484375,28478.484375,28111.560546875,28509.205078125,28098.416015625,28380.939453125,28360.365234375,28639.896484375,28344.693359375,28541.548828125,,,,
2023-04-03,13:45,USD,S&P Global US Manufacturing PMI ,49.2,49.3,47.3,USD-S&P Global US Manufacturing PMI ,2023-04-02,2023-04-04,13:00,14:00,28462.845703125,28518.958984375,27884.087890625,28199.30859375,27795.2734375,28433.7421875,27681.3046875,28168.08984375,28183.080078125,28475.623046875,27276.720703125,27790.220703125,28152.22265625,28353.42578125,28131.748046875,28220.86328125,28256.595703125,28296.2578125,27965.349609375,28012.880859375,,,,
2023-04-03,14:00,USD,ISM Manufacturing PMI ,46.3,47.5,47.7,USD-ISM Manufacturing PMI ,2023-04-02,2023-04-04,13:00,15:00,28462.845703125,28518.958984375,27884.087890625,28199.30859375,27795.2734375,28433.7421875,27681.3046875,28168.08984375,28183.080078125,28475.623046875,27276.720703125,27790.220703125,28152.22265625,28353.42578125,28131.748046875,28220.86328125,28010.615234375,28111.142578125,27975.7109375,28061.421875,28256.595703125,28296.2578125,27965.349609375,28012.880859375
2023-04-03,14:00,USD,ISM Manufacturing Prices ,49.2,51.2,51.3,USD-ISM Manufacturing Prices ,2023-04-02,2023-04-04,13:00,15:00,28462.845703125,28518.958984375,27884.087890625,28199.30859375,27795.2734375,28433.7421875,27681.3046875,28168.08984375,28183.080078125,28475.623046875,27276.720703125,27790.220703125,28152.22265625,28353.42578125,28131.748046875,28220.86328125,28010.615234375,28111.142578125,27975.7109375,28061.421875,28256.595703125,28296.2578125,27965.349609375,28012.880859375
2023-04-04,14:00,USD,JOLTs Job Openings ,9931000.0,10400000.0,10563000.0,USD-JOLTs Job Openings ,2023-04-03,2023-04-05,13:00,15:00,28183.080078125,28475.623046875,27276.720703125,27790.220703125,28169.7265625,28739.23828125,27843.763671875,28177.984375,27795.2734375,28433.7421875,27681.3046875,28168.08984375,28275.572265625,28390.91015625,28090.646484375,28121.068359375,28132.140625,28140.740234375,27979.751953125,28038.681640625,28101.48046875,28265.7890625,28100.787109375,28123.744140625
2023-04-05,12:15,USD,ADP Nonfarm Employment Change ,145000.0,200000.0,261000.0,USD-ADP Nonfarm Employment Change ,2023-04-04,2023-04-06,12:00,13:00,27795.2734375,28433.7421875,27681.3046875,28168.08984375,28175.2265625,28178.384765625,27738.759765625,28044.140625,28169.7265625,28739.23828125,27843.763671875,28177.984375,28557.234375,28714.21875,28371.91015625,28559.1171875,28581.48046875,28588.408203125,28337.4609375,28403.193359375,,,,
2023-04-05,13:45,USD,S&P Global Services PMI ,52.6,53.8,50.6,USD-S&P Global Services PMI ,2023-04-04,2023-04-06,13:00,14:00,27795.2734375,28433.7421875,27681.3046875,28168.08984375,28175.2265625,28178.384765625,27738.759765625,28044.140625,28169.7265625,28739.23828125,27843.763671875,28177.984375,28581.48046875,28588.408203125,28337.4609375,28403.193359375,28406.283203125,28456.044921875,28120.27734375,28132.548828125,,,,
2023-04-05,14:00,USD,ISM Non-Manufacturing PMI ,51.2,54.5,55.1,USD-ISM Non-Manufacturing PMI ,2023-04-04,2023-04-06,13:00,15:00,27795.2734375,28433.7421875,27681.3046875,28168.08984375,28175.2265625,28178.384765625,27738.759765625,28044.140625,28169.7265625,28739.23828125,27843.763671875,28177.984375,28581.48046875,28588.408203125,28337.4609375,28403.193359375,28117.54296875,28117.54296875,27891.779296875,28086.591796875,28406.283203125,28456.044921875,28120.27734375,28132.548828125
2023-04-05,14:00,USD,ISM Non-Manufacturing Prices ,59.5,65.0,65.6,USD-ISM Non-Manufacturing Prices ,2023-04-04,2023-04-06,13:00,15:00,27795.2734375,28433.7421875,27681.3046875,28168.08984375,28175.2265625,28178.384765625,27738.759765625,28044.140625,28169.7265625,28739.23828125,27843.763671875,28177.984375,28581.48046875,28588.408203125,28337.4609375,28403.193359375,28117.54296875,28117.54296875,27891.779296875,28086.591796875,28406.283203125,28456.044921875,28120.27734375,28132.548828125
2023-04-05,14:30,USD,Crude Oil Inventories,-3739000.0,-2329000.0,-7489000.0,USD-Crude Oil Inventories,2023-04-04,2023-04-06,14:00,15:00,27795.2734375,28433.7421875,27681.3046875,28168.08984375,28175.2265625,28178.384765625,27738.759765625,28044.140625,28169.7265625,28739.23828125,27843.763671875,28177.984375,28406.283203125,28456.044921875,28120.27734375,28132.548828125,28117.54296875,28117.54296875,27891.779296875,28086.591796875,,,,
2023-04-06,12:30,USD,Initial Jobless Claims,228000.0,200000.0,246000.0,USD-Initial Jobless Claims,2023-04-05,2023-04-07,12:00,13:00,28169.7265625,28739.23828125,27843.763671875,28177.984375,28038.966796875,28111.59375,27794.03125,27925.859375,28175.2265625,28178.384765625,27738.759765625,28044.140625,27945.2578125,28020.759765625,27871.1875,27911.103515625,27915.357421875,27981.990234375,27765.341796875,27888.3125,,,,
2023-04-07,12:30,USD,Average Hourly Earnings (MoM) ,0.003,0.003,0.002,USD-Average Hourly Earnings (MoM) ,2023-04-06,2023-04-08,12:00,13:00,28175.2265625,28178.384765625,27738.759765625,28044.140625,27920.513671875,28159.86328125,27883.38671875,27947.794921875,28038.966796875,28111.59375,27794.03125,27925.859375,27845.607421875,27951.59375,27824.1484375,27927.744140625,27906.83203125,27935.498046875,27854.18359375,27912.3203125,,,,
2023-04-07,12:30,USD,Nonfarm Payrolls ,236000.0,239000.0,326000.0,USD-Nonfarm Payrolls ,2023-04-06,2023-04-08,12:00,13:00,28175.2265625,28178.384765625,27738.759765625,28044.140625,27920.513671875,28159.86328125,27883.38671875,27947.794921875,28038.966796875,28111.59375,27794.03125,27925.859375,27845.607421875,27951.59375,27824.1484375,27927.744140625,27906.83203125,27935.498046875,27854.18359375,27912.3203125,,,,
2023-04-07,12:30,USD,Unemployment Rate ,0.035,0.036,0.036,USD-Unemployment Rate ,2023-04-06,2023-04-08,12:00,13:00,28175.2265625,28178.384765625,27738.759765625,28044.140625,27920.513671875,28159.86328125,27883.38671875,27947.794921875,28038.966796875,28111.59375,27794.03125,27925.859375,27845.607421875,27951.59375,27824.1484375,27927.744140625,27906.83203125,27935.498046875,27854.18359375,27912.3203125,,,,
2023-04-12,12:30,USD,Core CPI (MoM) ,0.004,0.004,0.005,USD-Core CPI (MoM) ,2023-04-11,2023-04-13,12:00,13:00,29653.6796875,30509.083984375,29609.30078125,30235.05859375,29892.740234375,30539.845703125,29878.623046875,30399.06640625,30231.58203125,30462.48046875,29725.57421875,30139.052734375,30041.953125,30462.48046875,29960.197265625,30242.396484375,30230.990234375,30316.646484375,30034.0703125,30076.193359375,,,,
2023-04-12,12:30,USD,CPI (YoY) ,0.05,0.052,0.06,USD-CPI (YoY) ,2023-04-11,2023-04-13,12:00,13:00,29653.6796875,30509.083984375,29609.30078125,30235.05859375,29892.740234375,30539.845703125,29878.623046875,30399.06640625,30231.58203125,30462.48046875,29725.57421875,30139.052734375,30041.953125,30462.48046875,29960.197265625,30242.396484375,30230.990234375,30316.646484375,30034.0703125,30076.193359375,,,,
2023-04-12,12:30,USD,CPI (MoM) ,0.001,0.002,0.004,USD-CPI (MoM) ,2023-04-11,2023-04-13,12:00,13:00,29653.6796875,30509.083984375,29609.30078125,30235.05859375,29892.740234375,30539.845703125,29878.623046875,30399.06640625,30231.58203125,30462.48046875,29725.57421875,30139.052734375,30041.953125,30462.48046875,29960.197265625,30242.396484375,30230.990234375,30316.646484375,30034.0703125,30076.193359375,,,,
2023-04-12,14:30,USD,Crude Oil Inventories,597000.0,-583000.0,-3739000.0,USD-Crude Oil Inventories,2023-04-11,2023-04-13,14:00,15:00,29653.6796875,30509.083984375,29609.30078125,30235.05859375,29892.740234375,30539.845703125,29878.623046875,30399.06640625,30231.58203125,30462.48046875,29725.57421875,30139.052734375,30083.255859375,30240.560546875,30053.9921875,30053.9921875,30075.28515625,30078.59375,29725.57421875,29986.2109375,,,,
2023-04-12,17:00,USD,10-Year Note Auction,0.035,,0.04,USD-10-Year Note Auction,2023-04-11,2023-04-13,16:00,18:00,29653.6796875,30509.083984375,29609.30078125,30235.05859375,29892.740234375,30539.845703125,29878.623046875,30399.06640625,30231.58203125,30462.48046875,29725.57421875,30139.052734375,29984.849609375,30047.578125,29945.892578125,29965.32421875,30045.923828125,30072.04296875,29875.796875,29949.052734375,29963.642578125,30091.50390625,29931.51953125,30058.255859375
2023-04-12,18:00,USD,FOMC Meeting Minutes,,,,USD-FOMC Meeting Minutes,2023-04-11,2023-04-13,17:00,19:00,29653.6796875,30509.083984375,29609.30078125,30235.05859375,29892.740234375,30539.845703125,29878.623046875,30399.06640625,30231.58203125,30462.48046875,29725.57421875,30139.052734375,29963.642578125,30091.50390625,29931.51953125,30058.255859375,29938.935546875,29949.16796875,29806.28125,29806.28125,30045.923828125,30072.04296875,29875.796875,29949.052734375
2023-04-13,6:00,EUR,German CPI (MoM) ,0.008,0.008,0.008,EUR-German CPI (MoM) ,2023-04-12,2023-04-14,05:00,07:00,30231.58203125,30462.48046875,29725.57421875,30139.052734375,30409.5625,31005.607421875,30044.498046875,30485.69921875,29892.740234375,30539.845703125,29878.623046875,30399.06640625,30081.7109375,30144.31640625,30072.380859375,30139.052734375,30045.09375,30121.599609375,30038.64453125,30110.392578125,,,,
2023-04-13,12:30,USD,Initial Jobless Claims,239000.0,232000.0,228000.0,USD-Initial Jobless Claims,2023-04-12,2023-04-14,12:00,13:00,30231.58203125,30462.48046875,29725.57421875,30139.052734375,30409.5625,31005.607421875,30044.498046875,30485.69921875,29892.740234375,30539.845703125,29878.623046875,30399.06640625,30179.6015625,30308.638671875,30160.5859375,30308.638671875,30302.6640625,30341.40234375,30200.9921875,30200.9921875,,,,
2023-04-13,12:30,USD,PPI (MoM) ,-0.005,0.001,0.0,USD-PPI (MoM) ,2023-04-12,2023-04-14,12:00,13:00,30231.58203125,30462.48046875,29725.57421875,30139.052734375,30409.5625,31005.607421875,30044.498046875,30485.69921875,29892.740234375,30539.845703125,29878.623046875,30399.06640625,30179.6015625,30308.638671875,30160.5859375,30308.638671875,30302.6640625,30341.40234375,30200.9921875,30200.9921875,,,,
2023-04-13,17:00,USD,30-Year Bond Auction,0.037,,0.039,USD-30-Year Bond Auction,2023-04-12,2023-04-14,16:00,18:00,30231.58203125,30462.48046875,29725.57421875,30139.052734375,30409.5625,31005.607421875,30044.498046875,30485.69921875,29892.740234375,30539.845703125,29878.623046875,30399.06640625,30470.36328125,30486.501953125,30316.91796875,30341.501953125,30457.853515625,30539.845703125,30451.056640625,30479.19921875,30343.2890625,30460.6796875,30339.849609375,30458.8359375
2023-04-14,12:30,USD,Core Retail Sales (MoM) ,-0.008,-0.003,0.0,USD-Core Retail Sales (MoM) ,2023-04-13,2023-04-15,12:00,13:00,29892.740234375,30539.845703125,29878.623046875,30399.06640625,30490.75,30601.740234375,30245.8828125,30318.49609375,30409.5625,31005.607421875,30044.498046875,30485.69921875,30830.77734375,30856.3671875,30646.93359375,30646.93359375,30633.6171875,30768.048828125,30633.6171875,30767.197265625,,,,
2023-04-14,12:30,USD,Retail Sales (MoM) ,-0.01,-0.004,-0.002,USD-Retail Sales (MoM) ,2023-04-13,2023-04-15,12:00,13:00,29892.740234375,30539.845703125,29878.623046875,30399.06640625,30490.75,30601.740234375,30245.8828125,30318.49609375,30409.5625,31005.607421875,30044.498046875,30485.69921875,30830.77734375,30856.3671875,30646.93359375,30646.93359375,30633.6171875,30768.048828125,30633.6171875,30767.197265625,,,,
2023-04-19,9:00,EUR,CPI (YoY) ,0.069,0.069,0.085,EUR-CPI (YoY) ,2023-04-18,2023-04-20,08:00,10:00,29449.091796875,30470.302734375,29154.849609375,30397.552734375,28823.68359375,29076.400390625,28037.2578125,28245.98828125,30394.1875,30411.0546875,28669.8984375,28822.6796875,30084.4453125,30084.4453125,29133.904296875,29237.796875,29208.9921875,29274.4375,29144.54296875,29274.4375,,,,
2023-04-19,14:30,USD,Crude Oil Inventories,-4581000.0,-1088000.0,597000.0,USD-Crude Oil Inventories,2023-04-18,2023-04-20,14:00,15:00,29449.091796875,30470.302734375,29154.849609375,30397.552734375,28823.68359375,29076.400390625,28037.2578125,28245.98828125,30394.1875,30411.0546875,28669.8984375,28822.6796875,29338.826171875,29509.353515625,29338.826171875,29423.970703125,29411.0390625,29435.984375,29214.791015625,29281.255859375,,,,
2023-04-20,12:30,USD,Initial Jobless Claims,245000.0,240000.0,240000.0,USD-Initial Jobless Claims,2023-04-19,2023-04-21,12:00,13:00,30394.1875,30411.0546875,28669.8984375,28822.6796875,28249.23046875,28349.96875,27177.365234375,27276.91015625,28823.68359375,29076.400390625,28037.2578125,28245.98828125,28613.78125,28906.251953125,28479.39453125,28906.251953125,28906.251953125,28906.251953125,28742.328125,28841.119140625,,,,
2023-04-20,12:30,USD,Philadelphia Fed Manufacturing Index ,-31.3,-19.2,-23.2,USD-Philadelphia Fed Manufacturing Index ,2023-04-19,2023-04-21,12:00,13:00,30394.1875,30411.0546875,28669.8984375,28822.6796875,28249.23046875,28349.96875,27177.365234375,27276.91015625,28823.68359375,29076.400390625,28037.2578125,28245.98828125,28613.78125,28906.251953125,28479.39453125,28906.251953125,28906.251953125,28906.251953125,28742.328125,28841.119140625,,,,
2023-04-20,14:00,USD,Existing Home Sales ,4440000.0,4500000.0,4550000.0,USD-Existing Home Sales ,2023-04-19,2023-04-21,13:00,15:00,30394.1875,30411.0546875,28669.8984375,28822.6796875,28249.23046875,28349.96875,27177.365234375,27276.91015625,28823.68359375,29076.400390625,28037.2578125,28245.98828125,28906.251953125,28906.251953125,28742.328125,28841.119140625,28712.4140625,28722.380859375,28492.271484375,28492.271484375,28831.15625,28858.73046875,28707.42578125,28707.42578125
2023-04-21,13:45,USD,S&P Global US Manufacturing PMI ,50.4,49.0,49.2,USD-S&P Global US Manufacturing PMI ,2023-04-20,2023-04-22,13:00,14:00,28823.68359375,29076.400390625,28037.2578125,28245.98828125,27265.89453125,27872.142578125,27169.5703125,27817.5,28249.23046875,28349.96875,27177.365234375,27276.91015625,28218.548828125,28291.603515625,28122.91015625,28147.4453125,28124.283203125,28198.380859375,28038.392578125,28038.392578125,,,,
2023-04-21,13:45,USD,S&P Global Services PMI ,53.7,51.5,52.6,USD-S&P Global Services PMI ,2023-04-20,2023-04-22,13:00,14:00,28823.68359375,29076.400390625,28037.2578125,28245.98828125,27265.89453125,27872.142578125,27169.5703125,27817.5,28249.23046875,28349.96875,27177.365234375,27276.91015625,28218.548828125,28291.603515625,28122.91015625,28147.4453125,28124.283203125,28198.380859375,28038.392578125,28038.392578125,,,,
2023-04-25,14:00,USD,CB Consumer Confidence ,101.3,104.0,104.0,USD-CB Consumer Confidence ,2023-04-24,2023-04-26,13:00,15:00,27591.73046875,27979.982421875,27070.849609375,27525.33984375,28300.05859375,29995.837890625,27324.548828125,28422.701171875,27514.873046875,28371.078125,27207.931640625,28307.59765625,27394.013671875,27453.755859375,27325.6328125,27357.775390625,27291.6875,27412.986328125,27284.494140625,27353.90625,27346.24609375,27383.064453125,27217.169921875,27297.642578125
2023-04-25,14:00,USD,New Home Sales ,683000.0,630000.0,623000.0,USD-New Home Sales ,2023-04-24,2023-04-26,13:00,15:00,27591.73046875,27979.982421875,27070.849609375,27525.33984375,28300.05859375,29995.837890625,27324.548828125,28422.701171875,27514.873046875,28371.078125,27207.931640625,28307.59765625,27394.013671875,27453.755859375,27325.6328125,27357.775390625,27291.6875,27412.986328125,27284.494140625,27353.90625,27346.24609375,27383.064453125,27217.169921875,27297.642578125
